district,state,homepage,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,ai_use_publicly_disclosed,oversight_named,board_policy_mentions_ai,public_contact_available,evidence_public_ai_policy_exists,evidence_ai_use_publicly_disclosed,evidence_oversight_named,evidence_board_policy_mentions_ai,evidence_public_contact_available
New Haven Community Schools,MI,https://www.newhaven.misd.net/,,,,"Missing: policy, tech, contact (crawl limited)",2,0,0,1,0,1,,,rough e-Funds. The cost of the pass is $60.00 and is good for 30 regular season home event admissions. e-Funds for Schools Mr. John McMahon Director of Athletics and Facilities Use Email Athletic Director Ms. Stacey Conners Athletic Secretary Email Athletic Secretary Mrs. Dawn Vi…,,"Every Day. No Exceptions. No Excuses.” To begin the enrollment process, please print the appropriate enrollment packet for your student and contact the enrolling secretary listed to schedule a time to submit your completed forms. Required Documents for Enrollment To ensure a smoo…"
Warren Woods Public Schools,MI,https://www.warrenwoods.misd.net/,https://www.warrenwoods.misd.net/our-district/superintendent/nondiscrimintation-policy/,https://www.warrenwoods.misd.net/our-district/departments/technology-services/,https://www.warrenwoods.misd.net/our-schools/briarwood-elementary/staff-directory/,,4,1,0,1,1,1,Matic Scan from a Mobile Device using Office Lens Technology Policies Staff Acceptable Use Policy Staff Equipment Lending Agreement Student Acceptable Use Policy Student Equipment Release Form Artificial Intelligence (AI) Policy Student Conduct Policy (Includes AI) Tech Tip Tuesd…,,"Booster Club Bus Information Calendar-District Calendar-WWT Clubs, Organizations and Advisors Counseling SAT - PSAT-MSTEP Information Staff Directory and Email Phone Directory Student Handbook Titan Nation Adult & Community Education Adult Education Adult Education News Credit Re…",erge PDFs Record camera video using Screencast-O-Matic Scan from a Mobile Device using Office Lens Technology Policies Staff Acceptable Use Policy Staff Equipment Lending Agreement Student Acceptable Use Policy Student Equipment Release Form Artificial Intelligence (AI) Policy St…,od Elementary Annual Education Reports Community Resources Medical Action Plans Monthly Calendar Monthly Newsletter School Improvement Plan Staff Directory and Email Student Handbook Pinewood Elementary Enrollment Checklist Google Community Calendar Link Literacy Footprints Link …
Manistee Area Public Schools,MI,https://www.manisteemariners.org/,https://www.manisteemariners.org/privacy-policy/,,https://www.manisteemariners.org/staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"tkins, Amy Math awatkins@manistee.org MMHS Williams, Donna General Supervision dwilliams@manistee.org MMHS Williams, Jennifer MS Activities Director / Sensory / Library jwilliams@manistee.org MMHS Wittlief, Candace Paraprofessional cwittlief@manistee.org MMHS Zehner, Chris Paine …",,"IMPORTANT 🚨 Secure Mode at MMHS (1-12-26) Disney’s The Little Mermaid Auditions!! Band Concerts This Week! CENTRAL OFFICE/PRIMARY DISTRICT CONTACT Central/Board Office p: (231) 723-3521 f: (231) 723-1507 SCHOOLS CONTACT Middle + High School Serving Grades 6-12 525 12th St, Manist…"
South Lake Schools,MI,https://www.solake.org/,,,https://www.solake.org/apps/staff/,"Missing: policy, tech (crawl limited)",2,0,0,1,0,1,,,tant to Curriculum and Technology jbaumgart@solake.org Renee Deleersnyder Transportation Coordinator rdeleersnyder@solake.org Corey Edwards Director of Athletics cedwards@solake.org Joe Ferlito Carol Haksluoto Exec Asst Pupil Acctg/PS Liaison/Technology chaksluoto@solake.org Carr…,,5-1600 Fax: (586) 435-1699 Powered by Edlio Edlio Login Directions Calendar Facebook Twitter Vimeo Search Search Search Mobile Footer Links Staff Directory Calendar News Contact Staff Directory | South Lake Schools Skip to main content Main Menu Toggle Our District About Us Atten…
L'Anse Creuse Public Schools,MI,https://www.lc-ps.org/,https://www.lc-ps.org/programs/community-education/registration-information--refund-policies/,,https://www.lc-ps.org/our-district/for-lcps-staff/,Missing: tech (crawl limited),2,0,0,1,0,1,,,"g Agreements Special Education Student & Information Services PowerSchool - Parent Portal Schools of Choice Enrollment Community Assistance Superintendent's Office Technology Support Transportation Programs Adult Education Athletics Community Education Classes, Clubs & Events Tri…",,APAC Macomb County Juvenile Justice Center Wheeler Community Center & Administrative Offices More Links District Home Calendar For Students Staff Directory Quicklinks LCPS-TV Facility Use Food Service Payments Technology Support OK2Say For Staff For Students Community Education E…
Marquette Area Public Schools,MI,https://www.mapsnet.org/,https://www.mapsnet.org/page/seclusion-and-restraint-policies,,https://www.mapsnet.org/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,Support Staff of the Year Other Awards Requests for Bids Requests for Bids Building Directory Show submenu for Building Directory Building Directory Central Office Shiras Planetarium Kaufman Auditorium More Show submenu for Skip Gallery Marquette Senior High School End of Gallery…,,Teacher of the Year MAPS 6-12 Teacher of the Year MAPS Support Staff of the Year Other Awards Requests for Bids Requests for Bids Building Directory Show submenu for Building Directory Building Directory Central Office Shiras Planetarium Kaufman Auditorium More Show submenu for S…
Big Rapids Public Schools,MI,https://www.brps.org/,https://www.brps.org/page/board-of-education,,https://www.brps.org/o/brps/page/staff,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ation Curriculum District Communication Enroll Ferris TV - Making The Grade Points of Pride School of Choice School Safety Special Services Staff Directory Volunteer Resources State Required Info Show submenu for State Required Info District Annual Education Report (AER) District…
Chippewa Hills School District,MI,https://www.chsd.us/,https://www.chsd.us/page/board-of-education,,https://www.chsd.us/page/administration,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,"ct Communications District Documents & Forms District Reports Employment Newsletter Purchasing/Bids Schools of Choice Skyward Family Access Staff Directory Surveys Transparency, Resources & Notices Departments Show submenu for Departments Departments 504 Athletics Food Service In…"
Evart Public Schools,MI,https://evartps.org/,https://evartps.org/our-district/board-policies/,,https://evartps.org/our-district/board-member-directory/,Missing: tech (crawl limited),4,1,0,1,1,1,s and Payroll Information Policy 4225 - Temporary Remote Work Policy 4226 - Intentionally Left Blank Policy 4227 - False Medicaid Claims-23 Policy 4228 - No Expectation of Privacy Policy 4229 - Acceptable Use of Generative Artificial Intelligence Section 4300 - Non-Exempt Staff P…,,(AER) Skyward Tutorials High School Annual Education Report (AER) Attendance Counselor's Corner Drills Forms & Documents High School Staff Directory HS Handbook SAT Prep and Info Transcripts Work Permits & Information Adult Education Volunteer Athletics Evart MS Athletics Evart H…,esignation Policy 4224 - Personnel Files and Payroll Information Policy 4225 - Temporary Remote Work Policy 4226 - Intentionally Left Blank Policy 4227 - False Medicaid Claims-23 Policy 4228 - No Expectation of Privacy Policy 4229 - Acceptable Use of Generative Artificial Intelli…,"Plan ESSER III Board Member Directory Board Policies Calendars Crisis Hotline Info District Annual Education Report (AER) District News EPS Staff Directory Evart Promise Plus Freedom of Information Act (FOIA) Mission/Belief/Vision Statements, and Strategic Plan Payroll Packets Re…"
Reed City Area Public Schools,MI,https://www.reedcityschools.org/,https://www.reedcityschools.org/page/boe,,https://www.reedcityschools.org/page/contact-us,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,ment Opportunities Chartwells - Food Service DM Burr - Custodial RCAPS District 2022-2024 RtL & CS Plan Requests for Proposal Safety Drills Staff Directory Strategic Plan Superintendent Search Athletics Show submenu for Athletics Athletics About RC Athletics Watch Athletics RCHS …
Bullock Creek School District,MI,https://www.bcreek.k12.mi.us/,https://www.bcreek.k12.mi.us/page/policies-handbooks-orms,,https://www.bcreek.k12.mi.us/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,Jennifer Keister Laynette St. John Administrative Assistant / Special Services 989-631-9022 Send Message to Laynette St. John Patrick Jones Director of Technology DISTRICT 989-631-9022 Send Message to Patrick Jones Mark Murray Transportation Director 989-698-3208 Send Message to …,,"esource GradeCam Setup and Class Lists District Handbooks, Policies and Forms School Nutrition and Wellness Distance Learning Room Schedule Staff Directory School Library System School Messenger Parent Notification System Pivot Evaluation System Career Cruising Management Video S…"
Meridian Public Schools,MI,https://www.merps.org/,https://www.merps.org/page/board-of-education,,https://www.merps.org/o/meridian-public-schools/staff,Missing: tech (crawl limited),2,0,0,1,0,1,,,ls Show submenu for Schools District Show submenu for District About Us Strategic Plan Annual Education Reports Board of Education Calendar Directory Community Communications High Reliability Schools Hoofprint Award Annual Notices Surveys Departments Show submenu for Departments …,,ls Show submenu for Schools District Show submenu for District About Us Strategic Plan Annual Education Reports Board of Education Calendar Directory Community Communications High Reliability Schools Hoofprint Award Annual Notices Surveys Departments Show submenu for Departments …
Midland Public Schools,MI,https://www.midlandps.org/home,https://www.midlandps.org/studentacceptableusepolicy,,https://www.midlandps.org/staffdirectory,Missing: tech (crawl limited),2,0,0,1,0,1,,,reas District Communications Requests for Proposal (RFPs) School Improvement School Safety & Security Drills Statement of Nondiscrimination Superintendent Team Technology Students Calendar and Marking Periods Canvas Login Curriculum Food Service International Baccalaureate Parent…,,"dle School Northeast Middle School High Schools H.H. Dow High School Midland High School PATHS Program Central Auditorium District Calendar Staff Directory Employment Contact Us Search 600 E. Carpenter St, Midland, MI 48640 PH: 989-923-5001 FAX: 989-923-5003 MPS - Main Nav Home A…"
Bedford Public Schools,MI,https://www.bedford.k12.mi.us/,https://www.bedford.k12.mi.us/community-education/forms-policies,,https://www.bedford.k12.mi.us/about/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,"DFORD PUBLIC SCHOOLS Superintendent Bedford Public Schools Welcome to the Bedford Public Schools district website! I am honored to serve as Superintendent of this outstanding community, where students, families, staff, and community members work together to make Bedford a truly s…",,"policies for the activities and programs provided by Bedford Community and Adult Education. If you have any questions, please feel free to contact our office. General Non-Discrimination Policy Photo/Photography Weather Cancellation Refunds Usage Policies General 1) Registrations …"
Ida Public Schools,MI,https://www.idaschools.org/,https://www.idaschools.org/district/administration/board-of-education/,,https://www.idaschools.org/district/administration/board-of-education/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Reader) MobyMax Big Ideas Math Wonders ELA AR Book Finder Tutor Bot - Math Skills Practice VocabClass Preschool Enrollment More Links Staff Directory About Us Infinite Campus Parents & Students Employee Resources Employee Access Center Safe Schools Training Education Advanced-Eva…,,Ballot Proposal Q&A Voter Information From the Fall BTS Ida Insights Page 9 Postcard Pre-Vote Sinking Fund Information Schools High School Staff Directory Lunch menu Student Council HS Guidance Department Middle School Staff Directory Lunch Menu MS Counselor's Corner Student Coun…
Mason Consolidated Schools (Erie Mason),MI,https://eriemason.k12.mi.us/,https://eriemason.k12.mi.us/board-of-education,,https://eriemason.k12.mi.us/staff-district,Missing: tech (crawl limited),2,0,0,1,0,1,,,"Welcome to Mason Consolidated Schools From Superintendent Kelli Tuller Welcome to Mason Consolidated Schools! I'm so proud to serve as your Superintendent and to be part of this incredible community. Our schools are more than buildings: they're places where children grow, familie…",,lities Reservation Form (pdf) Download Cold Weather Guidelines (pdf) Download Consent for Disclosure of Immunization Records (pdf) Download Directory Information and Opt-Out - 5309-F (pdf) Download Extracurriculars_Opportunities for Every Eagle_2026 (pdf) Download McKinney-Vento_…
Mona Shores Public Schools,MI,https://www.monashores.net/,,,,"Missing: policy, tech, contact (crawl limited)",1,0,0,0,0,1,,,,,"allery enrollment job openings PowerSchool portal Mona Shores Public Schools Mona Shores Public Schools 121 Randall Road Muskegon, MI 49441 Phone: (231) 780-4751 Schools Mona Shores Public Schools Mona Shores High School Mona Shores Middle School Campbell Elementary Churchill Ele…"
Montague Area Public Schools,MI,https://www.mapsk12.org/,https://www.mapsk12.org/ourdistrict/board-of-education/board-policies/,,,Timed out (district budget exceeded),2,0,0,1,0,1,,,o Navigation Follow us on Facebook Search Form Quick Search: Search Main Menu Our District Board of Education Board Policies Strategic Plan Superintendent MAPS News Alumni Auditorium Building Use FOIA Requests Transparency Annual Notices Montague High School Principal's Page Staf…,,lan Superintendent MAPS News Alumni Auditorium Building Use FOIA Requests Transparency Annual Notices Montague High School Principal's Page Staff Directory Athletics Fall Sports Winter Sports Spring Sports Montague Athletic Boosters (MAB) Schedules Counseling Extracurricular Acti…
Muskegon Public Schools,MI,https://muskegonpublicschools.org/,https://muskegonpublicschools.org/downloads/transparency/web_integrated_pest_management_policy.pdf,https://muskegonpublicschools.org/academics/technology-support-videos-and-information/,https://muskegonpublicschools.org/about-us/district-staff-directory/,,2,0,0,1,0,1,,,"fice of Specialized Instruction Office of Technology Services Registration and Student Services Transportation District News District Staff Directory Employment Opportunities Publications and Notices ""Muskegon Mirror"" District Newsletter Annual Education Reports COVID-19 Notices …",,"ion Office of Specialized Instruction Office of Technology Services Registration and Student Services Transportation District News District Staff Directory Employment Opportunities Publications and Notices ""Muskegon Mirror"" District Newsletter Annual Education Reports COVID-19 No…"
Reeths-Puffer Schools,MI,https://www.reeths-puffer.org/,,https://www.reeths-puffer.org/page/technology-and-security-enhancement-millage,,"Missing: policy, contact (crawl limited)",1,0,0,0,0,1,,,,,"lery End of Gallery Tech & Security Millage Parent Portal My School Bucks Find Us Reeths-Puffer Schools 991 W. Giles Rd. Muskegon, MI 49445 Phone: 231-744-4736 Fax: 231-744-9497 Schools Reeths-Puffer Schools Reeths-Puffer High School Reeths-Puffer Middle School Reeths-Puffer Inte…"
Whitehall District Schools,MI,https://www.whitehallschools.net/,https://www.whitehallschools.net/academics/technologypolicies/,https://www.whitehallschools.net/academics/technologypolicies/,https://www.whitehallschools.net/ourdistrict/staffdirectory/,,2,0,0,1,0,1,,,g Office Middle School Athletics News Staff Directory Ealy Elementary Staff Directory Shoreline Elementary About Shoreline Elementary Staff Directory Academics Annual Education Report Instructional Technology Michigan Online Course Catalog Parent/Student Resources Special Educati…,,& District Policies COVID-19 Dashboard Employment FOIA Requests Food Service News & Announcements PaySchools School Store Schools of Choice Staff Directory Transportation / Grounds / Maintenance 2025 Bond Proposal Our Schools High School Staff Directory Student Services and Couns…
Birmingham Public Schools,MI,https://www.birmingham.k12.mi.us/,https://www.birmingham.k12.mi.us/privacy-policy,,https://www.birmingham.k12.mi.us/about/directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,in new window/tab) Schoology (opens in new window/tab) Class Link Athletics (opens in new window/tab) Site Search Search Clear Search Staff Directory Keyword Student Meal Accounts IT Help Desk Strategic Plan Bond 2020 Updates Report a Safety Concern ABOUT BPS Directory Board of E…,,opens in new window/tab) Schoology (opens in new window/tab) Class Link Athletics (opens in new window/tab) Site Search Search Clear Search Staff Directory Keyword Student Meal Accounts IT Help Desk Strategic Plan Bond 2020 Updates Report a Safety Concern ABOUT BPS Directory Boar…
Bloomfield Hills Schools,MI,https://www.bloomfield.org/,https://www.bloomfield.org/about-bhs/board-of-education,,,Timed out (district budget exceeded),2,0,0,1,0,1,,,"ctions by the residents of our school district. Board members work collaboratively to accomplish the Annual Goals, to hire and evaluate the superintendent, to monitor and create the policies that govern our students and district, and to oversee the financial operations of the dis…",,porting (opens in new window/tab) Request for Proposals (RFP) Forms and Information for Staff (opens in new window/tab) News and Spotlights Contact BHS Bond 2020 Schools Bond Work Media Communications Toolkit PR Recommendations Submit Your News Story (opens in new window/tab) Pro…
Troy School District,MI,https://www.troy.k12.mi.us/,https://www.troy.k12.mi.us/student-life/cell-phone-policy,,https://www.troy.k12.mi.us/departments/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,Attendance Area Review Board of Education Bond Status Updates Data Dashboard (opens in new window/tab) Portrait of a Learner Strategic Plan Superintendent Welcome COMMUNITY & FAMILIES Back to School HUB Community Partners Facility Rentals (opens in new window/tab) FOIA Requests M…,,) Medication Authorization (opens in new window/tab) My TSD Portals (opens in new window/tab) PowerSchool Information Schoology Information Staff Directory Tech Help (opens in new window/tab) TFEE Grants Volunteer & iChat Form EMPLOYMENT Substitute/Contracted Staff Employment (op…
Grosse Pointe Public School System,MI,https://www.gpschools.org/,https://www.gpschools.org/about-gppss/school-board/board-policies,,https://www.gpschools.org/about-gppss/contact-us,Missing: tech (crawl limited),2,0,0,1,0,1,,,"SSA HAMKA Director, Human Resources (313) 432-3017 BEN MATTESON CFD Executive Director of Buildings & Grounds (313) 432-3082 GARRETT KELLEY Director of Technology (313) 432-5160 BRIAN JAEGER Supervisor, Information Systems (313) 432-3037 REBECCA FANNON Director of Communications …",,me - Grosse Pointe Public School System Skip To Main Content Close Main Menu About GPPSS Administrators Annual Notifications Annual Reports Contact Us School Board Style Guide Bond 2025 Prospective Families Enrollment Kids Club Kindergarten / Young Fives Information Preschool Dis…
Berkley School District,MI,https://www.berkleyschools.org/,https://www.berkleyschools.org/privacy-policy,,https://www.berkleyschools.org/our-district/staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,ch Clear Search mobile-main-nav Our District Alumni Board of Education Calendar District Map Enrollment History Mission & Vision News Staff Directory Departments Business & Finance Office Communications Facilities & Operations Human Resources Shared Time Special Education/Student…,,h Search Clear Search mobile-main-nav Our District Alumni Board of Education Calendar District Map Enrollment History Mission & Vision News Staff Directory Departments Business & Finance Office Communications Facilities & Operations Human Resources Shared Time Special Education/S…
Avondale School District,MI,https://www.avondaleschools.org/,https://www.avondaleschools.org/about/board-of-education/,,https://www.avondaleschools.org/about/staff-directory/,Missing: tech (crawl limited),2,0,0,1,0,1,,,Resources Ask ASD Departments Education Foundation Employment Enrollment Health & Wellness Safety & Security Staff Directory Strategic Plan Superintendent Sinking Fund & Operating Millage Home About Safety & Security Avondale Safety & Security School Policies All District Policie…,,bout Board of Education Bond Community Resources Departments Education Foundation Employment Enrollment Health & Wellness Safety & Security Staff Directory Strategic Plan Superintendent Sinking Fund & Operating Millage Schools Kindergarten Avondale Early Childhood Auburn Elementa…
Clarkston Community Schools,MI,https://www.clarkston.k12.mi.us/,https://www.clarkston.k12.mi.us/about-us/board-of-education,,https://www.clarkston.k12.mi.us/about-us/faculty-staff-directory,Missing: tech (crawl limited),2,0,0,1,0,1,,,Clarkston's Kids Public Information Realtors & Homebuyers Senior Gold Card Be the Light Parents Enroll District Calendar Faculty and Staff Directory Attendance Matters Submit a Story ParentSquare Social Media Subscribe to School Emails Supply Lists Students Code of Conduct (opens…,,ion Report Board of Education Our Culture Calendar District Points of Pride District Map District News District News & Highlights Faculty & Staff Directory School Improvement Plans Social Media Gallery Strategic Plan 2025-2030 Superintendent Dr. Shawn Ryan Departments Departments…
Farmington Public Schools,MI,https://www.farmington.k12.mi.us/,https://www.farmington.k12.mi.us/district/board-of-education,,,"Missing: tech, contact (crawl limited)",2,0,0,1,0,1,,,Budget Calendars Contact Us Telephone Directory Administrator Directory (opens in new window/tab) Office of Civil Rights Information Staff Directory (opens in new window/tab) District Communications Finalsite Mass Notifications FAQ Finalsite Community Messenger District Mobile Ap…,,w/tab) Budget Calendars Contact Us Telephone Directory Administrator Directory (opens in new window/tab) Office of Civil Rights Information Staff Directory (opens in new window/tab) District Communications Finalsite Mass Notifications FAQ Finalsite Community Messenger District Mo…
Ferndale Public Schools,MI,https://www.ferndaleschools.org/,https://www.ferndaleschools.org/page/board-of-education,,https://www.ferndaleschools.org/page/staff-resources,Missing: tech (crawl limited),1,0,0,0,0,1,,,,,s - Menu Schools Translate Search site Sign in Staff Resources Internal Staff Calendar Employee Portal Employee Resources Website Resources Contact Us Email Employee Online Technology Tutorials Adobe Sign Tutorial ML Schedules – Calendar & Event Support ML Schedules - New Group C…
Clawson Public Schools,MI,https://www.clawsonschools.org/,https://www.clawsonschools.org/board-of-education/,https://www.clawsonschools.org/departments/technology/,https://www.clawsonschools.org/parentstudent/staff-directory/,,2,0,0,1,0,1,,,olicies Agendas/Minutes Watch Live Meetings Parent/Student Calendar Online Payments/PayPal MISTAR Parent Portal MISTAR Student Portal Staff Directory Xello Community City of Clawson Blair Memorial Library Parks and Recreation Chamber of Commerce City Clubs & Organizations Staff R…,,oard Policies Agendas/Minutes Watch Live Meetings Parent/Student Calendar Online Payments/PayPal MISTAR Parent Portal MISTAR Student Portal Staff Directory Xello Community City of Clawson Blair Memorial Library Parks and Recreation Chamber of Commerce City Clubs & Organizations S…
West Bloomfield School District,MI,https://www.wbsd.org/,https://www.wbsd.org/about-us/boe,https://www.wbsd.org/staff/edtechmasscommunications,https://www.wbsd.org/staff/edtechmasscommunications,,2,0,0,1,0,1,,,ell Times Board of Education District Goals District Map Emergency Drills Freedom of Information Act Requests History Points of Pride Portrait of a Graduate Prospective Families Special Education Staff Directory Superintendent Dr. Bazzi Talk to Us Tours 2023 Strategic Visioning K…,,eedom of Information Act Requests History Points of Pride Portrait of a Graduate Student Ambassadors Prospective Families Special Education Staff Directory Superintendent Dr. Bazzi Talk to Us Tours 2023 Strategic Visioning K-5 Redistricting Sinking Fund 2025 Operating Millage Ren…
Waterford School District,MI,https://www.waterford.k12.mi.us/,https://www.waterford.k12.mi.us/our-district/administration-departments/board-of-education/,,https://www.waterford.k12.mi.us/our-district/administration-departments/board-of-education/,Missing: tech (crawl limited),2,0,0,1,0,1,,,stration & Departments Board of Education Business and Operations Central Enrollment Human Resources Instructional Technology Office of the Superintendent School & Community Services Student Support Services Teaching & Learning Services About Us Who We Are Strategic Plan Alumni C…,,"7:00 PM January 22, 2026 - 6:30 PM February 7, 2026 - 8:00 AM Any person with a disability who needs accommodation for participation should contact Megan Roberts, roberm01@wsdmi.org , at least five days in advance of the meeting to request assistance. If the request is for a spec…"
Novi Community School District,MI,https://www.novi.k12.mi.us/,https://www.novi.k12.mi.us/district1/enrollment/extended-absence-policy,,https://www.novi.k12.mi.us/district1/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,25_Bond NCSD Town Hall Series Parent Concern Communication Flowchart Public Notices School Health Strategic Plan and Graduate Profile Staff Directory Student Handbook and Code of Ethics Title IX - Non-Discrimination Voting Precincts and Polling Locations Programs and Departments …,,ews 2025_Bond NCSD Town Hall Series Parent Concern Communication Flowchart Public Notices School Health Strategic Plan and Graduate Profile Staff Directory Student Handbook and Code of Ethics Title IX - Non-Discrimination Voting Precincts and Polling Locations Programs and Depart…
Rochester Community Schools,MI,https://www.rochester.k12.mi.us/,https://www.rochester.k12.mi.us/about-us/board-of-education/contact-the-board,,https://www.rochester.k12.mi.us/about-us/board-of-education/contact-the-board,Missing: tech (crawl limited),3,1,0,1,0,1,"tools When utilized properly, AI tools have the power to personalize learning. As schools, businesses and people around the world adapt to AI, a team of 26 RCS educators spent the last year developing generative AI guidelines and approved tools for the district. Extracurriculars …",,"S Welcome Why Choose RCS? Board of Education About the Board Connect with the Board Meetings Meeting Archives Board Recognition Resolutions Superintendent Search Board Vacancy Policies / Title IX Strategic Plan Vision Learning Strategic Planning, Year One Deliverables Strategic P…",,ion Early On Birth to Three Years Old ECSE ATPS Child Find Parent Advisory Committee PAC Social Emotional Wellness Crisis Resources Support Staff Directory Wellness Dog Program Safety & Security Athletics Sports by Season Schedules / Admission Athlete Registration Pay to Particip…
Huron Valley Schools,MI,https://www.hvs.org/,https://www.hvs.org/page/bullying-policy,,https://www.hvs.org/page/administration,Missing: tech (crawl limited),2,0,0,1,0,1,,,"District's Student Code of Conduct, consistent with this Policy, to specifically prohibit bullying and cyberbullying, as defined below. The Superintendent is directed to post this Policy on the District's website. Reporting. The Superintendent or designee shall report to the Boar…",,"ystem SCECH HVS Events HVS Events Rec & Ed Rec & Ed Schools of Choice Schools of Choice More Show submenu for Administration Central Office Phone: (248) 684-8000 Superintendent Dr. Paul Salah (248) 684-8244 Assistant Superintendent of Teaching, Learning & Technology Dr. Lena Neme…"
